"","Station","Pollutant","Period","Month","Ndays","Median","Pval","Pval_old"
"997","Kingston","NO2","2020","January",23,4.25714285714286,0.0219,0.0178
"998","Kingston","NO2","2020","February",20,3.89411231884058,0.0265,0.025
"999","Kingston","NO2","2020","March",22,3.56416666666667,0.6112,0.6077
"1000","Kingston","NO2","2020","April",22,2.41041666666667,0.0237,0.0206
"1001","Kingston","NO2","2020","May",21,2.42916666666667,0.2235,0.2278
"1002","Kingston","NO2","2020","June",22,2.50625,0.9024,0.9002
"1003","Kingston","NO2","2020","July",23,2.44583333333333,0.9031,NA
"1004","Kingston","NO2","2020","August",21,2.32916666666667,0.3974,NA
"1005","Kingston","NO2","2020","September",22,2.28958333333333,0.0286,NA
"1006","Kingston","NO2","2020","October",22,3.40833333333333,0.7013,NA
"1007","Kingston","NO2","2020","November",21,3.4625,0.0658,NA
"1008","Kingston","NO2","2020","December",23,4.30416666666667,0.1041,NA
"1009","Kitchener","O3","2017-2019","January",68,24.7291666666667,0.3435,0.3957
"1010","Kitchener","O3","2017-2019","February",60,28.7291666666667,0.5304,0.4938
"1011","Kitchener","O3","2017-2019","March",66,33.2708333333333,0.5171,0.5279
"1012","Kitchener","O3","2017-2019","April",63,34.625,0.4633,0.5079
"1013","Kitchener","O3","2017-2019","May",67,33.0833333333333,0.0142,0.0212
"1014","Kitchener","O3","2017-2019","June",62,31.0416666666667,0.2082,0.24
"1015","Kitchener","O3","2017-2019","July",66,30.5,0.5628,NA
"1016","Kitchener","O3","2017-2019","August",68,28.0833333333333,0.4869,NA
"1017","Kitchener","O3","2017-2019","September",62,22,0.1674,NA
"1018","Kitchener","O3","2017-2019","October",68,20.4166666666667,0.0305,NA
"1019","Kitchener","O3","2017-2019","November",65,20.25,0.4139,NA
"1020","Kitchener","O3","2017-2019","December",64,21.2291666666667,0.0025,NA
"1021","Kitchener","O3","2020","January",23,25.2173913043478,0.8703,0.8666
"1022","Kitchener","O3","2020","February",20,30.3541666666667,0.2495,0.2534
"1023","Kitchener","O3","2020","March",22,28.5842391304348,0.0074,0.0065
"1024","Kitchener","O3","2020","April",22,33.8541666666667,0.4918,0.4938
"1025","Kitchener","O3","2020","May",21,32.5,0.7469,0.753
"1026","Kitchener","O3","2020","June",22,34.643115942029,0.0586,0.0591
"1027","Kitchener","O3","2020","July",23,26.875,0.1793,NA
"1028","Kitchener","O3","2020","August",21,25.5,0.3527,NA
"1029","Kitchener","O3","2020","September",22,24.1875,0.3307,NA
"1030","Kitchener","O3","2020","October",22,21.2989130434783,0.4391,NA
"1031","Kitchener","O3","2020","November",21,25.2608695652174,0.0172,NA
"1032","Kitchener","O3","2020","December",23,23.1666666666667,0.3401,NA
"1033","Kitchener","PM25","2017-2019","January",68,7.08333333333333,0.9734,0.9648
"1034","Kitchener","PM25","2017-2019","February",60,7.85416666666667,0.9267,0.9262
"1035","Kitchener","PM25","2017-2019","March",66,4.58333333333333,0.0106,0.0065
"1036","Kitchener","PM25","2017-2019","April",63,5.21739130434783,0.7651,0.781
"1037","Kitchener","PM25","2017-2019","May",69,5.79166666666667,0.0032,0.0068
"1038","Kitchener","PM25","2017-2019","June",62,6.14583333333333,0.3593,0.3503
"1039","Kitchener","PM25","2017-2019","July",66,7.5,0.6363,NA
"1040","Kitchener","PM25","2017-2019","August",68,6.54166666666667,0.0925,NA
"1041","Kitchener","PM25","2017-2019","September",62,5.1875,0.0324,NA
"1042","Kitchener","PM25","2017-2019","October",68,5.125,0.4689,NA
"1043","Kitchener","PM25","2017-2019","November",65,6.04166666666667,0.4055,NA
"1044","Kitchener","PM25","2017-2019","December",64,6.97916666666667,0.3438,NA
"1045","Kitchener","PM25","2020","January",23,6.20833333333333,0.6175,0.6234
"1046","Kitchener","PM25","2020","February",20,4.91666666666667,0.0341,0.0344
"1047","Kitchener","PM25","2020","March",22,7.04166666666667,0.0766,0.0744
"1048","Kitchener","PM25","2020","April",22,4.6875,0.6402,0.6376
"1049","Kitchener","PM25","2020","May",21,4.33333333333333,0.3746,0.3804
"1050","Kitchener","PM25","2020","June",22,7.02083333333333,0.4385,0.434
"1051","Kitchener","PM25","2020","July",23,7.91666666666667,0.6472,NA
"1052","Kitchener","PM25","2020","August",21,5.41666666666667,0.2074,NA
"1053","Kitchener","PM25","2020","September",22,4.5625,0.5639,NA
"1054","Kitchener","PM25","2020","October",22,4.22916666666667,0.2094,NA
"1055","Kitchener","PM25","2020","November",21,7.375,0.3759,NA
"1056","Kitchener","PM25","2020","December",23,6.29166666666667,0.5176,NA
"1057","Kitchener","NO2","2017-2019","January",68,8.70833333333333,0.121,0.15
"1058","Kitchener","NO2","2017-2019","February",60,7.47113095238095,0.5349,0.5591
"1059","Kitchener","NO2","2017-2019","March",66,5.19375,0.0058,0.003
"1060","Kitchener","NO2","2017-2019","April",63,5.40833333333333,0.0359,0.0297
"1061","Kitchener","NO2","2017-2019","May",69,4.77083333333333,0.9753,0.9783
"1062","Kitchener","NO2","2017-2019","June",62,4.20208333333333,0.956,0.9585
"1063","Kitchener","NO2","2017-2019","July",66,3.53958333333333,0.4446,NA
"1064","Kitchener","NO2","2017-2019","August",68,3.66875,0.7515,NA
"1065","Kitchener","NO2","2017-2019","September",62,4.38869047619048,0.0999,NA
"1066","Kitchener","NO2","2017-2019","October",68,5.64583333333333,0.4646,NA
"1067","Kitchener","NO2","2017-2019","November",65,7.80416666666667,0.788,NA
"1068","Kitchener","NO2","2017-2019","December",64,8.08242753623188,0.7584,NA
"1069","Kitchener","NO2","2020","January",23,7.79583333333333,0.4885,0.4886
"1070","Kitchener","NO2","2020","February",20,6.34827898550725,0.334,0.3305
"1071","Kitchener","NO2","2020","March",22,6.44791666666667,0.2383,0.2398
"1072","Kitchener","NO2","2020","April",22,4.14411231884058,0.0838,0.0875
"1073","Kitchener","NO2","2020","May",21,3.39583333333333,0.0355,0.0324
"1074","Kitchener","NO2","2020","June",22,3.45625,0.1269,1e-04
"1075","Kitchener","NO2","2020","July",23,2.60833333333333,0.0058,NA
"1076","Kitchener","NO2","2020","August",20,3.61847826086957,0.9296,NA
"1077","Kitchener","NO2","2020","September",22,2.98125,0.0513,NA
"1078","Kitchener","NO2","2020","October",22,3.70625,0.0187,NA
"1079","Kitchener","NO2","2020","November",21,5.49583333333333,0.1129,NA
"1080","Kitchener","NO2","2020","December",23,5.85833333333333,0.0796,NA
"1081","London","O3","2017-2019","January",68,24.525,0.536,0.5646
"1082","London","O3","2017-2019","February",60,28.2916666666667,0.3408,0.3284
"1083","London","O3","2017-2019","March",66,33.5208333333333,0.1135,0.1074
"1084","London","O3","2017-2019","April",63,33.8333333333333,0.1081,0.1316
"1085","London","O3","2017-2019","May",69,32.8333333333333,0.0108,0.0187
"1086","London","O3","2017-2019","June",63,31.5,0.6927,0.716
"1087","London","O3","2017-2019","July",66,27.6231060606061,0.3867,NA
"1088","London","O3","2017-2019","August",68,28.1458333333333,0.037,NA
"1089","London","O3","2017-2019","September",62,21.75,0.149,NA
"1090","London","O3","2017-2019","October",68,21.7083333333333,0.2093,NA
"1091","London","O3","2017-2019","November",65,21.5,0.4403,NA
"1092","London","O3","2017-2019","December",64,22.5,0.0746,NA
"1093","London","O3","2020","January",23,25.3333333333333,0.5139,0.5139
"1094","London","O3","2020","February",20,30.9583333333333,0.0527,0.0539
"1095","London","O3","2020","March",22,28.4248188405797,2e-04,0
"1096","London","O3","2020","April",22,34.4909420289855,0.6123,0.6133
"1097","London","O3","2020","May",21,31.375,0.3986,0.4041
"1098","London","O3","2020","June",22,33.5416666666667,0.4554,0.5062
"1099","London","O3","2020","July",23,29.875,0.3379,NA
"1100","London","O3","2020","August",21,22,0.023,NA
"1101","London","O3","2020","September",22,24.5208333333333,0.1414,NA
"1102","London","O3","2020","October",21,20.625,0.6552,NA
"1103","London","O3","2020","November",21,24.625,0.0569,NA
"1104","London","O3","2020","December",23,22.6666666666667,0.9129,NA
"1105","London","PM25","2017-2019","January",68,7.125,0.7474,0.7078
"1106","London","PM25","2017-2019","February",60,7.70833333333333,0.9398,0.9468
"1107","London","PM25","2017-2019","March",66,5.54166666666667,0.0102,0.0059
"1108","London","PM25","2017-2019","April",63,5.75,0.853,0.8383
"1109","London","PM25","2017-2019","May",69,6.5,0.0025,0.004
"1110","London","PM25","2017-2019","June",63,5.33333333333333,0.1206,0.1517
"1111","London","PM25","2017-2019","July",66,6.375,0.0421,NA
"1112","London","PM25","2017-2019","August",68,6.79166666666667,9e-04,NA
"1113","London","PM25","2017-2019","September",62,5.35416666666667,0.0218,NA
"1114","London","PM25","2017-2019","October",68,4.875,0.3032,NA
"1115","London","PM25","2017-2019","November",65,5.41666666666667,0.4993,NA
"1116","London","PM25","2017-2019","December",63,6.54166666666667,0.1512,NA
"1117","London","PM25","2020","January",23,6.08333333333333,0.6754,0.6783
"1118","London","PM25","2020","February",20,5.85416666666667,0.147,0.1433
"1119","London","PM25","2020","March",22,7.875,0.0411,0.0399
"1120","London","PM25","2020","April",22,3.9375,0.0111,0.0111
"1121","London","PM25","2020","May",21,5.25,0.1078,0.1654
"1122","London","PM25","2020","June",22,7.02083333333333,0.1321,0.1298
"1123","London","PM25","2020","July",23,5.58333333333333,0.3848,NA
"1124","London","PM25","2020","August",21,4.54166666666667,0.0772,NA
"1125","London","PM25","2020","September",22,4.45833333333333,0.4356,NA
"1126","London","PM25","2020","October",22,4.91666666666667,0.8972,NA
"1127","London","PM25","2020","November",21,6.875,0.225,NA
"1128","London","PM25","2020","December",23,6.04166666666667,0.6586,NA
"1129","London","NO2","2017-2019","January",68,6.95833333333333,0.6541,0.7107
"1130","London","NO2","2017-2019","February",60,7.47083333333333,0.6915,0.66
"1131","London","NO2","2017-2019","March",66,5.41041666666667,0,1e-04
"1132","London","NO2","2017-2019","April",63,5.0875,0.0305,0.0282
"1133","London","NO2","2017-2019","May",69,4.7125,0.1538,0.1474
"1134","London","NO2","2017-2019","June",63,4.21666666666667,0.4148,0.3626
"1135","London","NO2","2017-2019","July",66,4.1,0.3999,NA
"1136","London","NO2","2017-2019","August",68,3.70208333333333,1e-04,NA
"1137","London","NO2","2017-2019","September",62,4.22291666666667,0.0044,NA
"1138","London","NO2","2017-2019","October",68,5.0125,0.2831,NA
"1139","London","NO2","2017-2019","November",65,6.78333333333333,0.1311,NA
"1140","London","NO2","2017-2019","December",64,7.24791666666667,0.0629,NA
"1141","London","NO2","2020","January",23,6.6,0.6019,0.5948
"1142","London","NO2","2020","February",20,5.79329710144928,0.079,0.0773
"1143","London","NO2","2020","March",22,5.21773455377574,0.881,0.8829
"1144","London","NO2","2020","April",22,3.60833333333333,0.0113,0.0103
"1145","London","NO2","2020","May",21,3.7875,0.02,0.0163
"1146","London","NO2","2020","June",22,3.47291666666667,0.0188,0.0161
"1147","London","NO2","2020","July",23,2.925,0.0015,NA
"1148","London","NO2","2020","August",21,2.7304347826087,8e-04,NA
"1149","London","NO2","2020","September",22,3.94384057971015,0.4416,NA
"1150","London","NO2","2020","October",22,4.18333333333333,0.0513,NA
"1151","London","NO2","2020","November",21,5.53333333333333,0.2789,NA
"1152","London","NO2","2020","December",23,5.46666666666667,0.1984,NA
"1153","Milton","O3","2017-2019","January",23,23.3333333333333,NA,NA
"1154","Milton","O3","2017-2019","February",20,28.3333333333333,NA,NA
"1155","Milton","O3","2017-2019","March",21,32.5833333333333,NA,NA
"1156","Milton","O3","2017-2019","April",22,32.7916666666667,NA,NA
"1157","Milton","O3","2017-2019","May",23,29.875,NA,NA
"1158","Milton","O3","2017-2019","June",20,30.75,NA,NA
"1159","Milton","O3","2017-2019","July",23,29.7083333333333,NA,NA
"1160","Milton","O3","2017-2019","August",20,27.4583333333333,NA,NA
"1161","Milton","O3","2017-2019","September",21,22.375,NA,NA
"1162","Milton","O3","2017-2019","October",23,19.4583333333333,NA,NA
"1163","Milton","O3","2017-2019","November",21,22.75,NA,NA
"1164","Milton","O3","2017-2019","December",28,19.2291666666667,0.6346,NA
"1165","Milton","O3","2020","January",23,23.9565217391304,0.8769,0.879
"1166","Milton","O3","2020","February",20,30.7708333333333,0.4033,0.3973
"1167","Milton","O3","2020","March",22,27.7916666666667,0.0117,0.0102
"1168","Milton","O3","2020","April",22,35.9375,0.0568,0.0531
"1169","Milton","O3","2020","May",21,32.7083333333333,0.1516,0.1559
"1170","Milton","O3","2020","June",22,35,0.0309,0.0288
"1171","Milton","O3","2020","July",21,24.6666666666667,0.0742,NA
"1172","Milton","O3","2020","August",21,21.9583333333333,0.0214,NA
"1173","Milton","O3","2020","September",22,20.5833333333333,0.6013,NA
"1174","Milton","O3","2020","October",22,18.3125,0.4314,NA
"1175","Milton","O3","2020","November",21,21.0416666666667,0.7039,NA
"1176","Milton","O3","2020","December",23,20.375,0.4286,NA
"1177","Milton","PM25","2017-2019","January",23,6.5,NA,NA
"1178","Milton","PM25","2017-2019","February",20,6.39583333333333,NA,NA
"1179","Milton","PM25","2017-2019","March",21,9.16666666666667,NA,NA
"1180","Milton","PM25","2017-2019","April",22,5.79166666666667,NA,NA
"1181","Milton","PM25","2017-2019","May",23,6,NA,NA
"1182","Milton","PM25","2017-2019","June",20,6.88768115942029,NA,NA
"1183","Milton","PM25","2017-2019","July",23,8.875,NA,NA
"1184","Milton","PM25","2017-2019","August",18,5.95833333333333,NA,NA
"1185","Milton","PM25","2017-2019","September",21,6.33333333333333,NA,NA
"1186","Milton","PM25","2017-2019","October",23,5.70833333333333,NA,NA
"1187","Milton","PM25","2017-2019","November",21,6.54166666666667,NA,NA
"1188","Milton","PM25","2017-2019","December",28,7.60416666666667,0.7135,NA
"1189","Milton","PM25","2020","January",23,6.33333333333333,0.5905,0.7553
"1190","Milton","PM25","2020","February",20,5.4375,0.3022,0.3071
"1191","Milton","PM25","2020","March",22,6.08333333333333,0.1095,0.1044
"1192","Milton","PM25","2020","April",22,4.64583333333333,0.1665,0.1672
"1193","Milton","PM25","2020","May",21,4.83333333333333,0.198,0.2038
"1194","Milton","PM25","2020","June",22,8.5,0.402,0.3934
"1195","Milton","PM25","2020","July",22,7.0625,0.1376,NA
"1196","Milton","PM25","2020","August",21,7.41666666666667,0.1346,NA
"1197","Milton","PM25","2020","September",22,6.60416666666667,0.8345,NA
"1198","Milton","PM25","2020","October",22,4.91666666666667,0.1773,NA
"1199","Milton","PM25","2020","November",21,8.91666666666667,0.4802,NA
"1200","Milton","PM25","2020","December",23,6.54166666666667,0.6268,NA
"1201","Milton","NO2","2017-2019","January",23,7.57083333333333,NA,NA
"1202","Milton","NO2","2017-2019","February",20,9.64166666666667,NA,NA
"1203","Milton","NO2","2017-2019","March",21,12.4166666666667,NA,NA
"1204","Milton","NO2","2017-2019","April",22,8.12083333333333,NA,NA
"1205","Milton","NO2","2017-2019","May",23,8.5625,NA,NA
"1206","Milton","NO2","2017-2019","June",20,9.3125,NA,NA
"1207","Milton","NO2","2017-2019","July",23,6.4625,NA,NA
"1208","Milton","NO2","2017-2019","August",20,6.72708333333333,NA,NA
"1209","Milton","NO2","2017-2019","September",21,9.08333333333333,NA,NA
"1210","Milton","NO2","2017-2019","October",23,8.77916666666667,NA,NA
"1211","Milton","NO2","2017-2019","November",21,8.51666666666667,NA,NA
"1212","Milton","NO2","2017-2019","December",28,10.6666666666667,0.0773,NA
"1213","Milton","NO2","2020","January",23,10.4166666666667,0.1081,0.1124
"1214","Milton","NO2","2020","February",20,9.39990942028986,0.8351,0.8447
"1215","Milton","NO2","2020","March",22,8.6133152173913,0.123,0.1268
"1216","Milton","NO2","2020","April",22,5.39791666666667,0.0154,0.0137
"1217","Milton","NO2","2020","May",21,5.05833333333333,0.0165,0.0178
"1218","Milton","NO2","2020","June",22,6.96875,0.0778,0.0808
"1219","Milton","NO2","2020","July",21,6.375,0.8138,NA
"1220","Milton","NO2","2020","August",21,6.9375,0.704,NA
"1221","Milton","NO2","2020","September",22,6.93541666666667,0.2557,NA
"1222","Milton","NO2","2020","October",22,7.33958333333333,0.1876,NA
"1223","Milton","NO2","2020","November",21,8.85416666666667,0.8147,NA
"1224","Milton","NO2","2020","December",23,8.44166666666667,0.2244,NA
"1225","Milton","SO2","2017-2019","January",23,0.920833333333333,NA,NA
"1226","Milton","SO2","2017-2019","February",19,0.875,NA,NA
"1227","Milton","SO2","2017-2019","March",21,0.983333333333333,NA,NA
"1228","Milton","SO2","2017-2019","April",22,1.225,NA,NA
"1229","Milton","SO2","2017-2019","May",23,1.23333333333333,NA,NA
"1230","Milton","SO2","2017-2019","June",12,0.975,NA,NA
"1231","Milton","SO2","2017-2019","December",27,0.645833333333333,0.7059,NA
"1232","Milton","SO2","2020","January",23,0.466666666666667,0,0
"1233","Milton","SO2","2020","February",20,0.677083333333333,0.3242,0.3246
"1234","Milton","SO2","2020","March",22,0.62405303030303,7e-04,7e-04
"1235","Milton","SO2","2020","April",22,0.702083333333333,1e-04,1e-04
"1236","Milton","SO2","2020","May",21,0.633333333333333,0.0056,0.0057
"1237","Milton","SO2","2020","June",22,0.6375,0.0059,0.0017
"1238","Milton","SO2","2020","July",2,0.41125,NA,NA
"1239","Milton","SO2","2020","December",0,NA,NA,NA
"1240","Mississauga","O3","2017-2019","January",68,22.9791666666667,0.4201,0.4405
"1241","Mississauga","O3","2017-2019","February",60,28.625,0.9671,0.9654
"1242","Mississauga","O3","2017-2019","March",66,32.625,0.7658,0.7662
"1243","Mississauga","O3","2017-2019","April",63,33.25,0.611,0.6271
"1244","Mississauga","O3","2017-2019","May",69,30.375,0.0122,0.0104
"1245","Mississauga","O3","2017-2019","June",63,26.7916666666667,0.4236,0.4301
"1246","Mississauga","O3","2017-2019","July",66,26.8333333333333,0.071,NA
"1247","Mississauga","O3","2017-2019","August",68,25.4375,0.6336,NA
"1248","Mississauga","O3","2017-2019","September",62,18.75,0.8242,NA
"1249","Mississauga","O3","2017-2019","October",68,18.6666666666667,0.5351,NA
"1250","Mississauga","O3","2017-2019","November",65,18.5,0.1745,NA
"1251","Mississauga","O3","2017-2019","December",64,18.6458333333333,0.0248,NA
"1252","Mississauga","O3","2020","January",23,22.5,0.8671,0.868
"1253","Mississauga","O3","2020","February",20,30.2291666666667,0.4569,0.4585
"1254","Mississauga","O3","2020","March",22,26.8958333333333,1e-04,3e-04
"1255","Mississauga","O3","2020","April",22,34.1041666666667,0.4588,0.4651
"1256","Mississauga","O3","2020","May",21,30.0416666666667,0.8029,0.8034
"1257","Mississauga","O3","2020","June",22,31.4791666666667,0.0125,0.0159
"1258","Mississauga","O3","2020","July",23,25.4166666666667,0.293,NA
"1259","Mississauga","O3","2020","August",21,19.6521739130435,0.0241,NA
"1260","Mississauga","O3","2020","September",22,19.3125,0.7606,NA
"1261","Mississauga","O3","2020","October",22,18.125,0.758,NA
"1262","Mississauga","O3","2020","November",21,17.8333333333333,0.8869,NA
